IDNR,INTERVIEW_MODE,BROWSERNAME,BROWSERVERSION,BROWSEROS,BROWSERMOBILE,S00_SPRACHE,S01_SEX,S02,S02_AGEGRP,S031_AGGLOMERATIONSGROESSENKLASSE,S032_GEMEINDETYPOLOGIE,S033_KANTON,S034_REGIONEN,S035_STADTLAND,S036_GROSSREGIONEN,K00,F01_01,F01_02,F01_03,F02_01,F02_02,F02_03,F02_04,F02_05,F03,F04_01,F04_02,F04_03,F04_04,F04_05,F04_06,A01,A02_01,A02_02,A02_03,A02_04,A03_01,A03_02,A03_03,A03_04,A03_05,A03_06,A03_07,A03_08,A04,A05,A06,A07_01,A07_02,A07_03,A08_01,A08_02,A08_03,A08_04,A08_05,A08_06,A08_07,A08_08,A08_09,A08_09_OTH,A09_01,A09_02,A09_03,A09_04,A09_05,A09_06,A09_07,A10,A10_WNKA,A11_01,A11_02,A11_03,A11_04,A11_05,A11_06,A11_07,A11_08,A11_09,A11_98,A11_99,A12_01,A12_02,A12_03,A12_04,A12_05,A12_06,A12_07,A13_01,A13_02,A13_03,A13_04,A13_05,A13_06,A14_01,A14_02,A14_03,A14_04,A14_05,A14_06,A14_07,A14_98,A14_99,A16_01,A16_02,A16_03,A16_98,A16_99,A16_SEQUENCE,A17,A17_WNKA,A18_01,A18_02,A18_03,A18_98,A18_99,A18_SEQUENCE,A19_01,A19_02,A19_03,A19_98,A19_99,A19_SEQUENCE,A20A_01,A20A_02,A20A_03,A20A_98,A20A_99,A20A_SEQUENCE,A20B_01,A20B_02,A20B_03,A20B_98,A20B_99,A20B_SEQUENCE,A20C_01,A20C_02,A20C_03,A20C_98,A20C_99,A20C_SEQUENCE,A21,A21_TIME,A22_01,A22_02,A22_03,A22_04,A22_05,A22_98,A22_99,A22_TIME,A23_01,A23_02,A23_03,A23_04,A23_05,A23_TIME,A24_01,A24_02,A24_03,A24_04,A24_05,A24_98,A24_99,A24_TOTAL,A24_TIME,A25_01,A25_02,A25_03,A25_04,A25_98,A25_99,A25_SEQUENCE,F05A_01,F05A_02,F05A_03,F05A_04,F05A_05,F05A_06,F05B_01,F05B_02,F06,K01,K02,K03,K04,K06,K07,K07_WNKA,K08,K08_WNKA,INTERVIEWSTART,INTERVIEWENDE,DAUER,ID_Subjekt,Geschlecht,Nationalitaet,Einwohnerstatus,Zivilstand,GEBMONATJAHR,AlterZP,Gebiet,Anzahl_Personen_Haushalt,Haushaltsform
1514425,1,iPhone,16.2,iOS,1,1,1,38,2,4,12,19,1,1,3,1,2,2,2,3,3,2,4,3,0,9,9,8,5,10,10,7,1,1,1,5,10,10,10,10,9,99,9,9,2,4,6,1,2,1,4,3,5,5,5,4,3,4,99,,3,3,4,99,2,99,99,"Verkehrsbelastung, Verkehrstempo, Fehlen von Quart",100,1,0,0,0,0,1,0,1,0,0,0,4,3,3,2,5,3,4,5,2,5,99,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,99,2,0,0,0,0,0,0,1,2,99,99,99,99,99,58,0,0,0,0,0,0,1,CHF 0.00,13,0,0,0,0,0,1,,5,5,5,5,99,5,1,1,2,12,1,1,1,2,,#NULL!,,99,10.01.2023 19:19,10.01.2023 19:49,1555,191398,männlich,Schweiz,Niederlassung CH,ledig,10.1984,38,Ausserfeld,5,Mehrpersonen-Haushalt mit Kinder
1514433,1,iPhone,an unknown version,iOS,1,2,1,29,1,4,12,19,1,1,3,2,2,2,0,4,98,98,98,4,3,0,0,7,99,99,8,2,1,1,1,5,99,99,99,5,8,0,8,9,4,98,5,2,2,1,98,98,98,98,98,98,98,98,98,,2,2,5,5,1,1,5,Child care system is unfriendly for working mother,100,1,1,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,99,99,99,99,99,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,98,8,0,0,0,0,0,1,0,10,5,99,5,5,5,21,0,0,0,0,0,1,0,CHF 0.00,2,0,0,0,0,1,0,,5,2,2,4,4,4,5,1,4,13,2,97,1,1,,97,,99,10.01.2023 19:21,10.01.2023 19:36,838,50539949,männlich,Deutschland,Niederlassung C,verheiratet,2.1993,29,Gönhard,3,Mehrpersonen-Haushalt mit Kinder
1514442,1,iPhone,16.1,iOS,1,1,2,44,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,1,7,7,8,8,7,9,2,2,3,3,5,9,9,10,6,3,3,10,8,5,6,6,1,2,2,4,5,5,5,4,4,4,5,5,Lohn in de Pflegeheime,4,2,4,2,2,2,4,Die Autoposer im Telli,100,1,0,0,0,1,0,0,0,1,0,0,5,5,5,2,5,4,5,5,2,5,2,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Scheing mir am Gerechtesten,100,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,1,1,1,0,0,1;3;2,1,1,1,0,0,2;1;3,5,28,0,0,0,1,1,0,0,12,2,4,2,5,5,70,0,1,0,0,1,0,0,CHF 50000.00,21,1,1,0,1,0,0,4;2;1,5,5,5,5,5,5,5,1,4,5,1,1,1,1,,98,,99,10.01.2023 19:23,10.01.2023 19:39,950,50523437,weiblich,Schweiz,Niederlassung CH,verheiratet,5.1978,44,Telli,4,Mehrpersonen-Haushalt mit Kinder
1514443,1,Chrome,102,Android,1,1,2,19,1,4,12,19,1,1,3,1,2,2,0,3,2,3,4,3,1,5,0,3,3,3,2,5,1,1,1,5,7,7,7,5,9,5,6,4,2,5,5,1,1,1,2,3,5,5,4,4,4,5,5,Förderung von Sozialhilfe,1,1,5,2,1,2,5,,99,1,0,0,1,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,1,4,4,99,99,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1;3;2,,99,1,1,1,0,0,1;3;2,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,1,1,1,0,0,1;3;2,4,42,1,1,1,1,1,0,0,35,4,2,4,5,4,56,1,0,1,1,0,0,0,CHF 50000.00,39,1,1,1,1,0,0,3;2;4;1,5,2,2,4,2,5,4,1,3,5,1,2,2,1,,98,,99,10.01.2023 19:23,10.01.2023 20:05,2273,207000,weiblich,Schweiz,Niederlassung CH,ledig,6.2003,19,Ausserfeld,3,Mehrpersonen-Haushalt ohne Kinder
1514447,1,iPhone,16.1,iOS,1,1,2,44,2,4,12,19,1,1,3,2,2,2,0,3,3,3,98,4,99,6,3,99,99,99,99,4,1,1,1,5,8,10,99,99,5,1,6,4,4,98,2,2,2,1,5,5,5,4,5,5,3,5,99,,1,1,5,5,3,1,1,,98,1,0,0,0,0,1,1,0,0,0,0,5,5,5,3,5,5,5,5,99,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,55,1,1,0,1,0,0,0,25,5,4,1,5,2,31,1,1,0,1,0,0,0,CHF 30000.00,24,1,1,1,1,0,0,4;3;2;1,5,4,4,5,5,5,5,3,4,11,2,97,1,1,,98,Zu wenig Text Feld schade,100,10.01.2023 19:23,10.01.2023 19:55,1872,206063,weiblich,Deutschland,Aufenthalt B,verheiratet,10.1978,44,Ausserfeld,4,Mehrpersonen-Haushalt mit Kinder
1514451,1,iPhone,16.1,iOS,1,1,1,25,1,4,12,19,1,1,3,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,99,99,99,99,10,99,99,99,7,1,2,1,98,98,99,5,99,99,5,5,99,,3,3,99,99,99,99,99,,99,1,0,0,1,0,0,0,0,1,0,0,5,5,5,5,5,3,5,99,99,99,5,99,99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,99,2,0,0,0,0,0,0,1,1,99,99,99,99,99,8,0,0,0,0,0,0,1,CHF 0.00,1,0,0,0,0,0,1,,5,5,5,5,5,5,99,1,99,99,2,97,2,2,,#NULL!,,99,10.01.2023 19:25,10.01.2023 19:38,760,53084457,männlich,Nordmazedonien,Aufenthalt B,verheiratet,6.1997,25,Quellhölzli,2,Paar-/Zwei-Personenhaushalt
1514472,1,iPhone,16.2,iOS,1,1,2,32,1,4,12,19,1,1,3,1,2,2,1,3,2,3,3,2,99,1,2,1,99,1,1,5,1,1,1,5,99,99,99,99,5,4,7,8,5,6,5,1,2,2,98,98,2,3,4,4,4,99,98,,3,1,5,5,4,2,2,,99,0,0,0,1,0,1,0,1,0,0,0,5,5,5,5,5,5,5,4,1,5,2,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;2;1,1,1,1,0,0,3;2;1,1,1,1,0,0,3;1;2,1,19,1,1,0,1,0,0,0,16,5,3,2,4,1,37,1,1,0,1,0,0,0,CHF 30000.00,17,1,1,1,1,0,0,3;2;4;1,5,4,4,5,5,5,5,3,4,10,1,1,1,1,,98,,99,10.01.2023 19:29,10.01.2023 19:45,931,194204,weiblich,Schweiz,Niederlassung CH,verheiratet,4.1991,31,Ausserfeld,3,Mehrpersonen-Haushalt mit Kinder
1514474,1,Chrome,102,Android,1,1,1,37,2,4,12,19,1,1,3,1,2,2,2,4,3,3,3,3,2,10,9,9,7,9,8,2,2,3,3,5,8,8,10,6,8,5,8,7,4,6,6,1,2,1,4,4,5,5,5,5,3,4,99,,3,1,5,4,3,3,4,zusätzliche (velo)Brücke über Aare q. aarenau,100,1,1,0,1,0,0,0,0,0,0,0,4,4,3,3,3,3,4,4,4,5,4,3,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1;3;2,,98,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,1,1,1,0,0,2;1;3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,5,13,1,0,1,1,1,0,0,19,4,3,5,4,5,20,1,0,0,0,1,0,0,CHF 45000.00,19,1,1,1,1,0,0,3;4;1;2,5,5,5,4,5,5,4,2,3,12,1,1,1,1,,98,,99,10.01.2023 19:30,10.01.2023 19:56,1342,50540107,männlich,Schweiz,Niederlassung CH,verheiratet,2.1985,37,Scheibenschachen,2,Paar-/Zwei-Personenhaushalt
1514479,1,Chrome,108,Android,1,1,1,36,2,4,12,19,1,1,3,1,2,2,2,3,2,2,3,2,3,9,7,3,3,4,4,4,1,1,1,4,7,5,5,4,5,4,9,7,4,6,5,98,98,2,4,5,5,4,3,4,3,4,99,,3,1,3,4,3,2,4,,98,0,0,0,0,0,1,1,0,1,0,0,5,5,4,4,4,3,5,4,2,4,2,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1;3,Meine meinung,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,3;2;1,1,12,1,1,0,1,0,0,0,23,5,5,1,5,4,39,1,1,0,1,0,0,0,CHF 30000.00,19,1,1,1,1,0,0,4;2;3;1,5,4,5,5,5,5,4,3,4,5,1,1,2,1,,98,,99,10.01.2023 19:31,10.01.2023 19:52,1134,208347,männlich,Schweiz,Niederlassung CH,ledig,3.1986,36,Ausserfeld,1,Einzelhaushalt
1514481,1,Chrome,108,Windows,2,1,1,37,2,4,12,19,1,1,3,2,2,2,1,2,2,2,1,2,3,0,0,8,7,8,8,1,1,1,3,5,8,8,8,7,8,2,8,99,4,6,98,2,2,1,3,4,4,4,5,5,4,98,99,,3,1,3,1,3,2,3,,97,1,0,0,1,0,0,0,0,1,0,0,4,4,4,3,3,3,3,5,2,99,5,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Weil es die Meinung der Mehrheit repräsentiert,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,4,78,1,1,1,1,0,0,0,27,2,3,4,5,2,63,0,0,1,1,0,0,0,CHF 45000.00,25,1,1,1,1,0,0,3;1;4;2,5,3,5,5,5,5,5,1,4,12,2,97,1,1,,98,,99,10.01.2023 19:32,10.01.2023 20:07,2045,53081144,männlich,Kolumbien,Aufenthalt B,verheiratet,2.1986,36,Telli,4,Mehrpersonen-Haushalt mit Kinder
1514482,1,Chrome,100,Android,1,1,2,27,1,4,12,19,1,1,3,1,2,2,2,2,2,2,3,3,1,8,4,4,7,4,3,3,1,1,1,5,6,6,6,3,3,4,8,7,4,4,4,2,1,1,4,5,5,5,5,5,4,5,99,,4,1,5,5,1,1,5,"Zu eng, viele Überbauungen, kein Zentrum",100,1,1,0,0,0,1,0,0,0,0,0,4,5,4,4,4,4,4,5,1,4,1,1,99,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,20,1,1,1,0,0,0,0,13,5,5,4,5,4,21,1,1,1,0,0,0,0,CHF 45000.00,37,0,0,0,0,0,1,,5,4,5,4,5,5,2,3,2,12,1,1,2,2,,#NULL!,,99,10.01.2023 19:33,10.01.2023 19:46,757,50528024,weiblich,Schweiz,Niederlassung CH,ledig,3.1995,27,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1514487,1,iPhone,16.1,iOS,1,1,1,52,2,4,12,19,1,1,3,1,2,2,2,3,3,2,3,3,5,8,6,8,8,8,8,30,2,2,2,4,9,9,9,8,9,8,9,9,5,5,5,1,2,2,4,5,4,4,4,4,4,4,99,,1,1,2,2,2,4,4,,97,1,0,0,0,0,0,1,0,1,0,0,5,4,4,4,4,4,5,4,99,4,2,99,99,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,Meisten WählerInnen,100,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,3,16,0,1,1,0,0,0,0,59,5,4,4,2,5,21,1,1,1,0,0,0,0,CHF 45000.00,31,0,0,0,0,1,0,,5,4,4,4,5,4,4,2,3,10,1,3,1,1,,98,,99,10.01.2023 19:34,10.01.2023 20:09,1939,4016389,männlich,Schweiz,Niederlassung CH,verheiratet,11.1970,52,Ausserfeld,4,Mehrpersonen-Haushalt ohne Kinder
1514491,1,Safari,15.6,Mac,2,1,1,50,2,4,12,19,1,1,3,1,2,2,2,3,3,3,4,4,3,9,8,3,99,3,3,3,1,2,3,4,99,99,7,7,9,2,8,6,4,6,5,2,2,2,3,99,4,4,4,4,4,4,98,,2,2,5,3,2,2,4,,99,1,0,0,0,1,0,0,1,0,0,0,5,3,3,4,2,3,4,5,1,5,3,4,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,,99,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,1,0,,0,0,0,1,0,,4,31,1,0,0,1,1,0,0,18,3,2,3,4,5,55,1,0,0,0,1,0,0,CHF 45000.00,28,0,0,0,0,1,0,,5,5,5,5,5,5,5,2,4,13,1,1,1,2,,#NULL!,,99,10.01.2023 19:35,12.02.2023 12:40,974,50535129,männlich,Schweiz,Niederlassung CH,verheiratet,7.1972,50,Goldern,1,Einzelhaushalt
1514503,1,Chrome,108,Android,1,1,1,30,1,4,12,19,1,1,3,1,2,2,2,2,2,2,3,3,7,5,5,5,5,5,5,1,1,1,1,5,5,5,5,3,1,1,5,5,4,5,5,2,2,1,4,4,4,5,4,3,2,4,4,Finanzielle Gleichberechtigung im Verhältnis,3,1,3,3,3,2,3,,99,0,1,0,0,0,1,0,1,0,0,0,4,4,3,3,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,,99,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,1,15,1,0,1,0,0,0,0,11,3,3,3,3,3,8,1,1,1,0,0,0,0,CHF 45000.00,18,0,0,0,0,0,1,,5,5,5,5,5,5,1,3,2,11,1,1,2,2,,#NULL!,,99,10.01.2023 19:37,10.01.2023 19:56,1064,53081123,männlich,Schweiz,Niederlassung CH,ledig,1.1992,30,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1514518,1,Chrome,108,Mac,2,1,1,37,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,4,9,9,8,7,10,10,10,3,3,2,5,10,9,10,7,10,1,8,8,5,6,6,2,2,1,4,4,5,4,5,5,4,4,99,,3,2,4,4,4,4,4,Der blockierte Bau des Fussballstadions im Torfeld,100,0,0,0,0,1,0,1,1,0,0,0,3,2,3,3,3,2,3,4,1,5,4,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1;3;2,Die Mehrheit soll entscheiden,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,13,1,0,0,0,1,0,0,15,4,2,3,1,5,21,1,0,0,0,1,0,0,CHF 45000.00,11,1,1,1,1,0,0,3;4;2;1,5,5,5,5,5,5,5,1,4,13,1,1,2,1,,98,,99,10.01.2023 19:41,10.01.2023 19:55,816,172119,männlich,Schweiz,Niederlassung CH,ledig,9.1985,37,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1514520,1,Safari,16.1,Mac,2,1,1,54,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,8,6,6,6,7,7,7,15,3,3,2,4,7,7,5,6,6,5,5,7,4,5,6,2,2,1,4,5,4,4,5,5,5,5,99,,2,4,3,4,4,2,3,,97,0,0,1,1,0,1,0,0,0,0,0,5,5,5,4,5,5,4,5,99,5,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,29,0,0,0,0,1,0,0,10,3,4,4,3,5,37,0,1,0,0,1,0,0,CHF 50000.00,15,1,1,1,1,0,0,2;3;4;1,5,5,5,5,5,5,5,1,3,11,1,1,2,1,,98,,99,10.01.2023 19:42,10.01.2023 19:57,865,4016578,männlich,Schweiz,Niederlassung CH,verheiratet,7.1969,53,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1514521,1,,,,2,1,1,59,3,4,12,19,1,1,3,1,2,2,2,4,4,3,4,4,7,6,4,4,6,7,6,15,1,1,1,4,7,6,6,7,7,3,7,99,4,5,6,2,2,1,5,5,4,5,5,5,2,4,5,Förderung Smart City,1,1,3,2,4,2,4,"1. Abends Sicherheit am Bahnhof,
2. Stadt Verkehr",100,1,0,0,0,1,0,1,0,0,0,0,3,3,5,3,4,4,5,4,3,5,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,3;1;2,Bevölkerung Akzeptanz und nutzen,100,1,1,1,0,0,3;1;2,1,1,1,0,0,1;2;3,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,4,80,0,0,0,1,1,0,0,34,1,3,1,3,3,52,0,0,0,1,0,0,0,CHF 15000.00,113,1,1,1,1,0,0,3;2;1;4,5,5,5,5,5,5,4,1,3,13,2,1,1,2,,#NULL!,"Anordnung von Fragen, Kommentar Länge limitiert, p",100,10.01.2023 19:42,10.01.2023 20:57,3064,141698,männlich,Schweiz,Niederlassung CH,verheiratet,1.1963,59,Zelgli,4,Mehrpersonen-Haushalt mit Kinder
1514522,1,Safari,15.6,Mac,2,1,2,46,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,4,3,8,8,6,3,8,6,12,1,1,1,5,8,8,8,99,10,4,99,8,4,6,6,1,2,1,3,2,4,4,4,4,2,4,99,,2,2,3,5,4,3,2,,97,1,0,1,0,1,0,0,0,0,0,0,2,1,2,5,4,3,2,3,1,5,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,0,0,0,1,0,,0,0,0,0,1,,0,0,0,0,1,,3,18,0,0,1,0,1,0,0,18,4,3,5,1,5,38,1,0,1,0,0,0,0,CHF 35000.00,20,1,0,0,0,0,0,1,5,5,5,5,5,5,4,2,2,12,1,1,2,2,,#NULL!,,99,10.01.2023 19:43,10.01.2023 20:06,1379,172494,weiblich,Schweiz,Niederlassung CH,ledig,11.1976,46,Altstadt,2,Paar-/Zwei-Personenhaushalt
1514531,1,Chrome,108,Mac,2,1,1,62,3,4,12,19,1,1,3,1,2,2,2,4,2,2,4,3,4,2,2,99,99,7,7,5,1,1,1,5,6,5,8,99,8,2,10,8,4,5,6,1,2,2,4,4,5,4,4,4,3,4,99,,99,2,4,99,99,3,4,Kostengünstigere Fernwärme,100,1,0,0,0,1,1,0,0,0,0,0,3,3,5,3,5,4,4,3,1,5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,99,2,0,0,0,0,0,0,1,2,99,99,99,99,99,14,0,0,0,0,0,0,1,CHF 0.00,5,0,0,0,0,0,1,,5,5,5,5,5,5,5,1,4,13,1,1,2,2,,#NULL!,Gewisse Fragen finde ich idiotisch.,100,10.01.2023 19:45,10.01.2023 19:58,721,202864,männlich,Schweiz,Niederlassung CH,ledig,7.1960,62,Gönhard,3,Mehrpersonen-Haushalt ohne Kinder
1514537,1,iPhone,16.2,iOS,1,1,1,57,3,4,12,19,1,1,3,1,1,2,2,3,3,3,4,3,6,9,9,6,8,8,8,20,1,2,2,5,8,8,9,6,9,4,8,8,4,5,5,1,2,2,5,5,5,4,4,5,4,5,99,,3,1,3,3,3,4,5,Sicherheit an Hotspots (zB Bahnhof),100,1,0,0,0,0,1,0,0,1,0,0,4,4,4,3,3,4,4,4,2,5,2,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,Wer abstimmt soll auch mehr Gewicht haben.,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,63,1,0,0,0,1,0,0,53,4,2,1,3,5,65,1,0,0,0,1,0,0,CHF 45000.00,27,1,1,1,1,0,0,4;3;1;2,5,5,5,5,5,5,4,2,3,13,1,1,1,1,,98,"Sehr lange Umfrage.
Absicht gew. Fragen?",100,10.01.2023 19:48,10.01.2023 20:18,1793,35489,männlich,Schweiz,Niederlassung CH,verheiratet,5.1965,57,Gönhard,5,Mehrpersonen-Haushalt ohne Kinder
1514544,1,iPhone,15.5,iOS,1,1,2,37,2,4,12,19,1,1,3,1,2,2,1,4,4,4,4,4,6,10,8,5,4,4,5,8,1,1,1,5,4,5,5,4,0,5,5,5,5,4,4,2,2,2,3,5,4,3,5,5,5,5,99,,2,3,3,3,3,1,3,"Treffpunkte, Bus Altstadt",100,0,0,1,1,1,0,0,0,0,0,0,5,5,5,5,5,5,4,5,3,5,2,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1;3;2,,99,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,3,22,1,1,1,1,1,0,0,15,1,3,5,2,4,58,1,0,1,1,0,0,0,CHF 50000.00,20,1,1,1,1,0,0,4;2;1;3,5,2,3,3,4,5,1,3,2,5,1,2,1,1,,98,,99,10.01.2023 19:50,10.01.2023 20:27,2070,23076,weiblich,Schweiz,Niederlassung CH,verheiratet,8.1985,37,Gönhard,5,Mehrpersonen-Haushalt mit Kinder
1514558,1,iPhone,16.1,iOS,1,1,2,40,2,4,12,19,1,1,3,2,2,2,2,3,3,3,3,3,4,6,4,4,6,4,6,1,1,1,2,5,6,6,6,3,6,3,8,99,3,4,4,1,2,1,4,4,4,4,4,4,3,3,99,,99,3,4,99,2,3,4,Sichere Schul- und Kindergartenwege,100,1,1,0,1,0,0,0,0,0,0,0,5,5,5,3,4,4,4,5,1,99,2,4,99,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,20,1,1,0,1,1,0,0,92,3,4,5,4,5,134,1,0,0,0,1,0,0,CHF 45000.00,121,0,1,0,0,0,0,2,5,4,5,5,5,4,5,1,3,13,2,97,1,1,,97,,99,10.01.2023 19:56,#NULL!,-1,50541497,weiblich,Deutschland,Niederlassung C,verheiratet,1.1982,40,Zelgli,4,Mehrpersonen-Haushalt mit Kinder
1514563,1,iPhone,16.2,iOS,1,1,1,56,3,4,12,19,1,1,3,1,2,2,2,4,3,3,4,4,5,6,6,6,7,7,4,7,2,2,3,5,8,5,8,3,6,1,8,7,4,6,6,1,2,2,4,5,5,4,4,4,3,5,4,Entwicklung der Stadt,2,2,3,3,4,1,4,,97,0,0,0,0,0,1,1,0,1,0,0,3,3,3,2,4,3,4,2,1,1,4,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1;3,Demokratisches Verständnis,100,1,0,1,0,0,1;3,1,0,1,0,0,1;3,1,0,1,0,0,1;3,1,0,1,0,0,1;3,1,0,1,0,0,1;3,5,20,1,1,1,1,1,0,0,28,2,3,3,3,5,26,1,0,0,0,1,0,0,CHF 45000.00,30,0,0,0,1,0,0,4,5,5,5,5,5,3,5,1,4,10,1,1,2,1,,98,Mit der Interpretation von Demoskop bei Umfragen,100,10.01.2023 19:58,10.01.2023 20:22,1369,185872,männlich,Schweiz,Niederlassung CH,verheiratet,7.1966,56,Hungerberg,2,Paar-/Zwei-Personenhaushalt
