ID,Gender,Age,Politics,Migration Background,Education,Nationality,Marital Status,Household Form,Children Info,Area,Topics,Votes,Description
186094,2,64.0,6.0,2,4,1,2,2,1,8,"['1', '6', '7']","['03', '19', '22', '23', '25', '29']","You are a 64-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: education, environmental protection, public transit and roads."
4290,1,77.0,8.0,2,2,1,1,2,1,14,"['3', '4', '6']","['01', '03', '04', '17', '29']","You are a 77-year-old man living in Schachen in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: public space, welfare, environmental protection."
53081707,2,43.0,4.0,2,4,2,2,3,1,4,"['1', '2', '3']","['07', '11', '21', '25', '31']","You are a 43-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, urban greenery, public space."
141539,1,47.0,3.0,2,4,1,1,3,1,5,"['1', '6', '8']","['04', '11', '12', '16', '25', '29', '31', '32']","You are a 47-year-old man living in Telli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, environmental protection, sport."
205950,2,28.0,3.0,2,4,1,2,2,2,4,"['1', '6', '9']","['01', '18', '31', '32']","You are a 28-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, environmental protection, health."
38907,1,75.0,3.0,2,4,1,1,2,1,2,"['3', '4', '6']","['02', '03', '14', '29']","You are a 75-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: public space, welfare, environmental protection."
3323,1,58.0,7.0,2,2,1,2,1,2,7,"['3', '7', '8']","['01', '08', '30', '31']","You are a 58-year-old man living in Innenstadt in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are single. You are live by yourself. Your top urban project preferences are: public space, public transit and roads, sport."
33038,2,64.0,2.0,1,4,1,1,3,2,8,"['4', '6', '7']","['21', '22', '24', '30']","You are a 64-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a big household with children. Your top urban project preferences are: welfare, environmental protection, public transit and roads."
22829,2,63.0,3.0,2,4,1,1,2,1,4,"['3', '4', '7']","['07', '15', '31']","You are a 63-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: public space, welfare, public transit and roads."
8381,1,68.0,7.0,2,2,1,2,1,2,8,"['2', '3', '7']","['08', '32']","You are a 68-year-old man living in Hungerberg in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are single. You are live by yourself. Your top urban project preferences are: urban greenery, public space, public transit and roads."
42419,1,28.0,5.0,2,4,1,2,2,2,13,"['1', '2', '7']","['05', '15', '21']","You are a 28-year-old man living in Torfeld Süd in Aarau Switzerland, and you consider yourself centre politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, urban greenery, public transit and roads."
122217,1,71.0,0.0,2,4,1,1,2,1,5,"['2', '5', '6']","['01', '02', '27', '31', '32']","You are a 71-year-old man living in Telli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: urban greenery, culture, environmental protection."
95352,1,47.0,4.0,2,2,1,1,3,1,11,"['1', '2', '6']","['06', '11', '15', '21', '32']","You are a 47-year-old man living in Rössligut in Aarau Switzerland, and you consider yourself left-leaning politically. You are vocationally trained. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, urban greenery, environmental protection."
157558,2,42.0,2.0,2,4,1,2,2,2,4,"['2', '6', '7']","['01', '11', '12', '13', '15', '21', '25', '29', '32']","You are a 42-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads."
141966,2,73.0,6.0,2,3,1,1,2,1,1,"['1', '2', '6']","['08', '32']","You are a 73-year-old woman living in Altstadt in Aarau Switzerland, and you consider yourself right-leaning politically. You are secondary-educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, urban greenery, environmental protection."
50536492,2,25.0,2.0,2,4,1,2,2,2,2,"['6', '7', '8']","['04', '12', '14', '16', '21', '24', '25', '28', '29']","You are a 25-year-old woman living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: environmental protection, public transit and roads, sport."
130674,1,57.0,7.0,2,4,1,1,3,1,7,"['1', '3', '7']","['01', '03', '06', '12', '19', '22', '25', '28', '30', '31']","You are a 57-year-old man living in Innenstadt in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, public space, public transit and roads."
197166,2,39.0,2.0,1,4,1,1,3,1,2,"['1', '4', '9']","['12', '13', '15', '29', '31']","You are a 39-year-old woman living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, health."
203993,1,35.0,0.0,2,4,1,2,1,2,9,"['1', '3', '4']","['10', '21', '22']","You are a 35-year-old man living in Goldern in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: education, public space, welfare."
5524,2,69.0,4.0,1,4,1,2,2,1,2,"['2', '3', '5']","['12', '13', '14', '17', '21', '22']","You are a 69-year-old woman living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: urban greenery, public space, culture."
125014,2,60.0,3.0,1,4,1,1,3,1,4,"['1', '2', '6']","['04', '11', '26']","You are a 60-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, urban greenery, environmental protection."
4011729,1,77.0,7.0,2,4,1,1,2,1,6,"['6', '7', '9']","['02', '17', '20']","You are a 77-year-old man living in Ausserfeld in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: environmental protection, public transit and roads, health."
113737,1,56.0,2.0,1,4,2,2,1,2,5,"['1', '5', '7']","['14', '15', '32']","You are a 56-year-old man living in Telli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You have a migration background. You are single. You are live by yourself. Your top urban project preferences are: education, culture, public transit and roads."
103851,1,59.0,7.0,2,4,1,2,2,1,10,"['1', '5', '6']","['24', '25', '29']","You are a 59-year-old man living in Binzenhof in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: education, culture, environmental protection."
128480,1,42.0,4.0,2,3,1,2,3,1,4,"['1', '4', '6']","['07', '15', '21', '32']","You are a 42-year-old man living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are secondary-educated. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, environmental protection."
32468,2,54.0,1.0,2,2,1,1,3,1,3,"['1', '2', '6']","['04', '13', '32']","You are a 54-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself very left politically. You are vocationally trained. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, urban greenery, environmental protection."
6117,1,49.0,5.0,2,2,1,2,3,1,8,"['1', '2', '3']","['01', '11', '14', '31']","You are a 49-year-old man living in Hungerberg in Aarau Switzerland, and you consider yourself centre politically. You are vocationally trained. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, urban greenery, public space."
10675,1,76.0,9.0,2,2,1,1,2,1,9,"['4', '7', '8']","['06', '11', '17']","You are a 76-year-old man living in Goldern in Aarau Switzerland, and you consider yourself very right politically. You are vocationally trained. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: welfare, public transit and roads, sport."
170176,2,46.0,5.0,1,3,1,1,3,1,8,"['1', '6', '9']","['04', '05', '06', '21', '24', '28', '29', '31', '32', '33']","You are a 46-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself centre politically. You are secondary-educated. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, environmental protection, health."
143375,2,47.0,3.0,2,4,1,2,2,2,2,"['1', '3', '4']","['03', '12', '16', '19', '21', '24']","You are a 47-year-old woman living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, public space, welfare."
50525298,1,38.0,0.0,2,4,1,1,3,1,5,"['1', '3', '7']","['01', '16', '31', '32']","You are a 38-year-old man living in Telli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, public space, public transit and roads."
188103,2,34.0,1.0,2,4,1,1,3,1,5,"['1', '4', '7']","['01', '31', '32']","You are a 34-year-old woman living in Telli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, public transit and roads."
23087,1,63.0,2.0,2,4,1,1,2,2,3,"['2', '6', '7']","['04', '30', '32']","You are a 63-year-old man living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads."
25146,1,36.0,3.0,2,4,1,1,3,1,10,"['4', '5', '6']","['21', '23', '32']","You are a 36-year-old man living in Binzenhof in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: welfare, culture, environmental protection."
131257,2,43.0,3.0,2,4,1,1,3,1,12,"['3', '5', '6']","['04', '15']","You are a 43-year-old woman living in Hinterdorf in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: public space, culture, environmental protection."
4104344,1,61.0,2.0,1,4,1,1,2,1,6,"['1', '2', '6']","['04', '12', '28']","You are a 61-year-old man living in Ausserfeld in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, urban greenery, environmental protection."
36573,2,60.0,4.0,2,4,1,2,2,1,10,"['1', '4', '7']","['04', '12', '13', '15']","You are a 60-year-old woman living in Binzenhof in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: education, welfare, public transit and roads."
4016982,1,58.0,4.0,1,4,1,1,2,1,6,"['1', '6', '8']","['06', '11', '31']","You are a 58-year-old man living in Ausserfeld in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, environmental protection, sport."
50531462,1,30.0,3.0,2,4,1,2,1,2,13,"['1', '5', '8']","['01', '02', '03', '04', '08', '12', '14', '21', '29', '32']","You are a 30-year-old man living in Torfeld Süd in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: education, culture, sport."
208918,2,28.0,0.0,2,4,1,2,2,2,1,"['3', '5', '6']","['08', '10', '12', '21']","You are a 28-year-old woman living in Altstadt in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: public space, culture, environmental protection."
163579,2,45.0,3.0,1,4,2,2,3,1,3,"['1', '4', '6']","['04', '15', '21', '22', '23']","You are a 45-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You have a migration background. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, environmental protection."
40083,2,67.0,3.0,1,4,1,2,1,1,10,"['1', '4', '5']","['03', '08', '15']","You are a 67-year-old woman living in Binzenhof in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are single. You are live by yourself. You have children. Your top urban project preferences are: education, welfare, culture."
146566,1,47.0,7.0,2,4,1,2,1,2,4,"['2', '7', '9']","['02', '04', '06', '14', '29']","You are a 47-year-old man living in Scheibenschachen in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: urban greenery, public transit and roads, health."
50525223,1,54.0,2.0,2,4,1,2,3,1,8,"['2', '3', '6']","['04', '11', '13', '21', '24', '25', '28', '29', '32']","You are a 54-year-old man living in Hungerberg in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: urban greenery, public space, environmental protection."
33778,2,67.0,3.0,2,4,1,1,2,1,3,"['2', '3', '4']","['14', '15', '16', '27', '32']","You are a 67-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: urban greenery, public space, welfare."
194122,2,40.0,2.0,1,4,1,1,3,1,4,"['1', '4', '9']","['04', '07', '11', '12', '21', '25']","You are a 40-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, health."
23928,1,57.0,2.0,2,4,1,1,2,2,3,"['4', '6', '7']","['08', '14', '22', '24']","You are a 57-year-old man living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. Your top urban project preferences are: welfare, environmental protection, public transit and roads."
102579,2,49.0,2.0,1,4,1,1,2,2,3,"['4', '5', '9']","['04', '06', '21']","You are a 49-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a two-person household. Your top urban project preferences are: welfare, culture, health."
36488,1,56.0,4.0,2,4,1,1,3,1,2,"['1', '5', '6']","['04', '11', '12']","You are a 56-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, culture, environmental protection."
25948,2,65.0,6.0,1,3,1,1,2,1,9,"['3', '6', '7']","['04', '14', '24']","You are a 65-year-old woman living in Goldern in Aarau Switzerland, and you consider yourself right-leaning politically. You are secondary-educated. You have a migration background. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: public space, environmental protection, public transit and roads."
25947,1,66.0,5.0,2,4,1,1,2,1,9,"['3', '6', '7']","['04', '14', '22', '24']","You are a 66-year-old man living in Goldern in Aarau Switzerland, and you consider yourself centre politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: public space, environmental protection, public transit and roads."
50531287,1,56.0,8.0,2,2,1,1,2,1,14,"['4', '7', '9']","['01', '03', '17']","You are a 56-year-old man living in Schachen in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: welfare, public transit and roads, health."
50540644,2,29.0,1.0,2,4,1,2,2,2,5,"['1', '4', '6']","['02', '09', '10', '11', '12', '15', '24', '25', '28']","You are a 29-year-old woman living in Telli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, welfare, environmental protection."
42108,2,49.0,0.0,2,4,1,2,1,1,6,"['1', '6', '9']","['03', '21', '29']","You are a 49-year-old woman living in Ausserfeld in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live by yourself. You have children. Your top urban project preferences are: education, environmental protection, health."
53083619,2,34.0,3.0,1,4,2,2,1,2,7,"['3', '4', '5']","['18', '21', '24']","You are a 34-year-old woman living in Innenstadt in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You have a migration background. You are single. You are live by yourself. Your top urban project preferences are: public space, welfare, culture."
195210,1,32.0,3.0,2,2,1,1,3,1,12,"['1', '4', '8']","['04', '07', '29', '31']","You are a 32-year-old man living in Hinterdorf in Aarau Switzerland, and you consider yourself left-leaning politically. You are vocationally trained. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, sport."
168886,1,37.0,3.0,2,4,1,2,1,2,7,"['1', '4', '6']","['04', '10', '29']","You are a 37-year-old man living in Innenstadt in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: education, welfare, environmental protection."
200218,1,48.0,7.0,2,4,1,1,2,2,12,"['4', '8', '9']","['04', '11', '30']","You are a 48-year-old man living in Hinterdorf in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are married. You are live in a two-person household. Your top urban project preferences are: welfare, sport, health."
22688,2,59.0,3.0,2,4,1,1,2,1,2,"['1', '4', '5']","['04', '14', '21']","You are a 59-year-old woman living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, welfare, culture."
204864,2,30.0,5.0,2,4,1,2,1,2,9,"['2', '3', '5']","['10', '17', '30']","You are a 30-year-old woman living in Goldern in Aarau Switzerland, and you consider yourself centre politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: urban greenery, public space, culture."
94117,2,59.0,2.0,2,4,1,2,2,1,2,"['3', '6', '7']","['12', '24', '29']","You are a 59-year-old woman living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: public space, environmental protection, public transit and roads."
7199,2,54.0,6.0,2,2,1,2,1,2,8,"['2', '6', '7']","['04', '25', '32']","You are a 54-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are single. You are live by yourself. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads."
167538,1,57.0,4.0,1,4,1,1,2,2,7,"['3', '5', '7']","['08', '22', '30', '31', '33']","You are a 57-year-old man living in Innenstadt in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are married. You are live in a two-person household. Your top urban project preferences are: public space, culture, public transit and roads."
185474,2,45.0,1.0,2,4,1,1,3,1,4,"['1', '4', '6']","['01', '10', '13']","You are a 45-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, environmental protection."
37875,2,56.0,4.0,2,4,1,1,2,2,3,"['1', '4', '6']","['03', '11', '15']","You are a 56-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. Your top urban project preferences are: education, welfare, environmental protection."
115164,1,57.0,5.0,1,2,2,1,3,1,4,"['1', '4', '6']","['01', '03', '28']","You are a 57-year-old man living in Scheibenschachen in Aarau Switzerland, and you consider yourself centre politically. You are vocationally trained. You are a foreign resident here. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, welfare, environmental protection."
198182,2,38.0,2.0,1,4,2,1,3,1,8,"['2', '5', '6']","['04', '05', '14', '16', '21', '24', '25', '28', '29', '30']","You are a 38-year-old woman living in Hungerberg in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: urban greenery, culture, environmental protection."
154141,1,36.0,4.0,2,4,1,2,3,1,2,"['1', '2', '5']","['01', '02', '31']","You are a 36-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, urban greenery, culture."
53083520,2,50.0,1.0,1,4,2,2,2,2,5,"['4', '6', '9']","['01', '02', '04', '21', '30']","You are a 50-year-old woman living in Telli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are a foreign resident here. You have a migration background. You are single. You are live in a two-person household. Your top urban project preferences are: welfare, environmental protection, health."
198981,1,40.0,6.0,2,4,1,2,2,2,4,"['1', '4', '5']","['10', '21', '26', '32']","You are a 40-year-old man living in Scheibenschachen in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, welfare, culture."
8631,1,62.0,4.0,2,4,1,1,2,1,2,"['3', '5', '7']","['10', '14', '15', '21']","You are a 62-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: public space, culture, public transit and roads."
149132,1,15.0,4.0,2,1,1,2,3,2,2,"['2', '3', '4']","['03', '04', '14', '21']","You are a 15-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are basically educated. You are single. You are live in a big household with children. Your top urban project preferences are: urban greenery, public space, welfare."
35567,2,64.0,0.0,2,4,1,2,2,1,4,"['2', '3', '7']","['14', '21', '29']","You are a 64-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: urban greenery, public space, public transit and roads."
53084239,1,38.0,5.0,1,4,2,1,2,2,16,"['2', '3', '5']","['04', '08', '16', '20', '22', '24', '25', '29', '30', '33']","You are a 38-year-old man living in Damm in Aarau Switzerland, and you consider yourself centre politically. You are highly educated. You are a foreign resident here. You have a migration background. You are married. You are live in a two-person household. Your top urban project preferences are: urban greenery, public space, culture."
97239,1,82.0,8.0,2,2,1,2,1,1,5,"['7', '8', '9']","['01', '04', '27']","You are a 82-year-old man living in Telli in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are single. You are live by yourself. You have children. Your top urban project preferences are: public transit and roads, sport, health."
50540630,1,26.0,10.0,1,4,1,2,2,2,5,"['2', '7', '8']","['01', '02', '04', '29', '31', '32']","You are a 26-year-old man living in Telli in Aarau Switzerland, and you consider yourself very right politically. You are highly educated. You have a migration background. You are single. You are live in a two-person household. Your top urban project preferences are: urban greenery, public transit and roads, sport."
135857,1,42.0,2.0,1,2,1,1,3,1,14,"['1', '3', '8']","['05', '21', '30']","You are a 42-year-old man living in Schachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are vocationally trained. You have a migration background. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: education, public space, sport."
25843,1,36.0,8.0,2,4,1,2,2,2,14,"['1', '3', '7']","['11', '16', '17', '21', '24', '25', '27', '29', '30', '31']","You are a 36-year-old man living in Schachen in Aarau Switzerland, and you consider yourself right-leaning politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, public space, public transit and roads."
53081232,1,33.0,3.0,2,4,1,2,3,1,3,"['1', '6', '8']","['04', '11', '21', '25', '29']","You are a 33-year-old man living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live in a big household with children. You have children. Your top urban project preferences are: education, environmental protection, sport."
37135,2,62.0,3.0,2,2,1,1,2,2,4,"['4', '5', '6']","['07', '22', '26']","You are a 62-year-old woman living in Scheibenschachen in Aarau Switzerland, and you consider yourself left-leaning politically. You are vocationally trained. You are married. You are live in a two-person household. Your top urban project preferences are: welfare, culture, environmental protection."
53083389,1,28.0,5.0,2,4,1,2,2,2,7,"['1', '7', '9']","['02', '03', '09', '14', '19', '21', '24', '25']","You are a 28-year-old man living in Innenstadt in Aarau Switzerland, and you consider yourself centre politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, public transit and roads, health."
106625,2,64.0,2.0,2,4,1,2,1,2,5,"['2', '4', '7']","['01', '15', '32']","You are a 64-year-old woman living in Telli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are single. You are live by yourself. Your top urban project preferences are: urban greenery, welfare, public transit and roads."
185932,1,38.0,2.0,1,4,1,2,2,2,1,"['1', '4', '6']","['21', '22', '32']","You are a 38-year-old man living in Altstadt in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are single. You are live in a two-person household. Your top urban project preferences are: education, welfare, environmental protection."
170571,2,35.0,7.0,2,2,1,1,3,1,16,"['2', '4', '8']","['07', '18', '19', '21', '30']","You are a 35-year-old woman living in Damm in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are married. You are live in a big household with children. You have children. Your top urban project preferences are: urban greenery, welfare, sport."
126158,2,66.0,2.0,1,4,1,2,1,1,9,"['2', '5', '6']","['04', '14', '15', '22', '23', '32']","You are a 66-year-old woman living in Goldern in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You have a migration background. You are single. You are live by yourself. You have children. Your top urban project preferences are: urban greenery, culture, environmental protection."
12116,1,53.0,10.0,2,3,1,2,1,1,2,"['7', '8', '9']","['05', '07', '17']","You are a 53-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself very right politically. You are secondary-educated. You are single. You are live by yourself. You have children. Your top urban project preferences are: public transit and roads, sport, health."
38944,1,59.0,4.0,2,4,1,1,2,1,2,"['1', '5', '6']","['03', '04', '11', '21', '24', '29', '30', '31', '32']","You are a 59-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. You have children. Your top urban project preferences are: education, culture, environmental protection."
50538556,1,58.0,8.0,2,2,1,1,2,2,6,"['2', '4', '6']",['03'],"You are a 58-year-old man living in Ausserfeld in Aarau Switzerland, and you consider yourself right-leaning politically. You are vocationally trained. You are married. You are live in a two-person household. Your top urban project preferences are: urban greenery, welfare, environmental protection."
37699,2,58.0,0.0,2,4,1,2,2,1,3,"['4', '7', '9']","['03', '17', '19']","You are a 58-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a two-person household. You have children. Your top urban project preferences are: welfare, public transit and roads, health."
178037,1,41.0,1.0,1,1,2,2,2,2,11,"['2', '4', '5']","['04', '13', '15', '28']","You are a 41-year-old man living in Rössligut in Aarau Switzerland, and you consider yourself very left politically. You are basically educated. You are a foreign resident here. You have a migration background. You are single. You are live in a two-person household. Your top urban project preferences are: urban greenery, welfare, culture."
53081195,1,29.0,3.0,1,4,2,2,2,2,2,"['2', '4', '7']","['12', '15', '21', '25', '33']","You are a 29-year-old man living in Gönhard in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You have a migration background. You are single. You are live in a two-person household. Your top urban project preferences are: urban greenery, welfare, public transit and roads."
207045,1,27.0,0.0,2,4,1,2,2,2,7,"['1', '4', '6']","['03', '04', '10', '11', '12', '15', '21', '28', '29', '30']","You are a 27-year-old man living in Innenstadt in Aarau Switzerland, and you consider yourself very left politically. You are highly educated. You are single. You are live in a two-person household. Your top urban project preferences are: education, welfare, environmental protection."
38191,2,69.0,4.0,2,4,1,1,2,2,3,"['1', '4', '6']","['15', '21', '33']","You are a 69-year-old woman living in Zelgli in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are married. You are live in a two-person household. Your top urban project preferences are: education, welfare, environmental protection."
178099,2,38.0,2.0,1,4,2,2,2,2,11,"['3', '4', '5']","['04', '12', '13', '15']","You are a 38-year-old woman living in Rössligut in Aarau Switzerland, and you consider yourself left-leaning politically. You are highly educated. You are a foreign resident here. You have a migration background. You are single. You are live in a two-person household. Your top urban project preferences are: public space, welfare, culture."
