ID_Subjekt,Gender,Age,Politics,Top Preferences,Education,Birthplace Info,Children Info,Important Beneficiaries,Description,Nationalitaet,Zivilstand,Gebiet,Haushaltsform,votes
2293,man,66,left-leaning,"education, urban greenery, environmental protection",highly educated,Has migration background,Has children,poor people,"You are a 66-year-old man living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. You have a migration background. Your top urban project preferences are: education, urban greenery, environmental protection. For you, issues related to poor people are very important. You are highly educated.",Schweiz,verheiratet,Scheibenschachen,Paar-/Zwei-Personenhaushalt,"07, 31, 32"
35507,man,58,right-leaning,"urban greenery, environmental protection, public transit and roads",highly educated,Has migration background,Has children,None,"You are a 58-year-old man living in Ausserfeld in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"01, 02, 03, 07, 11, 13, 31, 33"
50523437,woman,44,very left,"education, culture, health",vocationally trained,No migration background,Has children,"families with children, children, youth, people with disabilities, poor people","You are a 44-year-old woman living in Telli in Aarau, and you are very left politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, culture, health. For you, issues related to families with children, children, youth, people with disabilities, poor people are very important.",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"08, 12, 30"
197054,man,43,very left,"welfare, environmental protection, public transit and roads",highly educated,No migration background,No children,"children, people with disabilities, poor people","You are a 43-year-old man living in Zelgli in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: welfare, environmental protection, public transit and roads. For you, issues related to children, people with disabilities, poor people are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"03, 25, 29"
207686,woman,71,very left,"education, urban greenery, environmental protection",secondary-educated,No migration background,Has children,"families with children, children, youth, poor people","You are a 71-year-old woman living in Zelgli in Aarau, and you are very left politically. You live in a single-person household. You have children. Your top urban project preferences are: education, urban greenery, environmental protection. For you, issues related to families with children, children, youth, poor people are very important.",Schweiz,verwitwet,Zelgli,Einzelhaushalt,"14, 15, 31, 32"
7078,man,63,moderate,"public space, welfare, public transit and roads",highly educated,No migration background,Has children,children,"You are a 63-year-old man living in Zelgli in Aarau, and you are moderate politically. You live in a multi-person household. You have children. Your top urban project preferences are: public space, welfare, public transit and roads. For you, issues related to children are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt ohne Kinder,"02, 11, 14, 21, 30"
163811,man,48,left-leaning,"urban greenery, public space, culture",vocationally trained,Has migration background,Has children,None,"You are a 48-year-old man living in Ausserfeld in Aarau, and you are left-leaning politically. You live in a single-person household. You have children. You have a migration background. Your top urban project preferences are: urban greenery, public space, culture.",Schweiz,verheiratet,Ausserfeld,Einzelhaushalt,"02, 22, 30"
141130,man,58,left-leaning,"urban greenery, environmental protection, public transit and roads",highly educated,No migration background,Has children,"families with children, children, youth, elderly, poor people","You are a 58-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a single-person household. You have children. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads. For you, issues related to families with children, children, youth, elderly, poor people are very important. You are highly educated.",Schweiz,geschieden,Gönhard,Einzelhaushalt,"04, 14, 21"
50540969,woman,31,moderate,"education, culture, public transit and roads",highly educated,No migration background,No children,"families with children, youth","You are a 31-year-old woman living in Siebenmatten in Aarau, and you are moderate politically. You live in a couple/two-person household. You are originally from Germany. Your top urban project preferences are: education, culture, public transit and roads. For you, issues related to families with children, youth are very important. You are highly educated.",Deutschland,ledig,Siebenmatten,Paar-/Zwei-Personenhaushalt,"08, 20, 21, 30"
53080946,man,33,very left,"urban greenery, culture, environmental protection",highly educated,No migration background,No children,families with children,"You are a 33-year-old man living in Telli in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: urban greenery, culture, environmental protection. For you, issues related to families with children are very important. You are highly educated.",Schweiz,ledig,Telli,Paar-/Zwei-Personenhaushalt,"02, 14, 15, 21, 32"
9625,woman,72,right-leaning,"education, welfare, public transit and roads",vocationally trained,No migration background,Has children,poor people,"You are a 72-year-old woman living in Damm in Aarau, and you are right-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, welfare, public transit and roads. For you, issues related to poor people are very important.",Schweiz,verwitwet,Damm,Paar-/Zwei-Personenhaushalt,"03, 08, 17"
4016679,woman,52,left-leaning,"education, public space, environmental protection",highly educated,Has migration background,Has children,"youth, poor people","You are a 52-year-old woman living in Ausserfeld in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, public space, environmental protection. For you, issues related to youth, poor people are very important. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 11, 13, 15, 30"
152319,woman,31,very left,"education, urban greenery, environmental protection",highly educated,No migration background,Has children,"families with children, poor people","You are a 31-year-old woman living in Ausserfeld in Aarau, and you are very left politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, environmental protection. For you, issues related to families with children, poor people are very important. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 04, 12, 15, 30, 31, 32"
207417,man,65,left-leaning,"public space, public transit and roads, sport",highly educated,No migration background,Has children,None,"You are a 65-year-old man living in Goldern in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: public space, public transit and roads, sport. You are highly educated.",Schweiz,verheiratet,Goldern,Paar-/Zwei-Personenhaushalt,"04, 15, 28"
83007,woman,56,moderate,"education, culture, health",highly educated,Has migration background,Has children,"youth, poor people","You are a 56-year-old woman living in Gönhard in Aarau, and you are moderate politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, culture, health. For you, issues related to youth, poor people are very important. You are highly educated.",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"08, 11, 14"
167193,man,48,right-leaning,"education, culture, sport",highly educated,Has migration background,Has children,"families with children, children, youth, people with disabilities, elderly","You are a 48-year-old man living in Gönhard in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, culture, sport. For you, issues related to families with children, children, youth, people with disabilities, elderly are very important. You are highly educated.",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"03, 08, 14, 22, 30"
202761,woman,50,right-leaning,"public space, welfare, culture",highly educated,No migration background,No children,"youth, poor people","You are a 50-year-old woman living in Innenstadt in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: public space, welfare, culture. For you, issues related to youth, poor people are very important. You are highly educated.",Schweiz,ledig,Innenstadt,Paar-/Zwei-Personenhaushalt,"11, 12, 32"
183096,woman,36,right-leaning,"education, public space, health",highly educated,No migration background,Has children,"families with children, children","You are a 36-year-old woman living in Siebenmatten in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, public space, health. For you, issues related to families with children, children are very important. You are highly educated.",Schweiz,verheiratet,Siebenmatten,Mehrpersonen-Haushalt mit Kinder,"11, 13, 21, 24"
99771,woman,60,left-leaning,"education, environmental protection, public transit and roads",vocationally trained,No migration background,No children,None,"You are a 60-year-old woman living in Telli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: education, environmental protection, public transit and roads.",Schweiz,ledig,Telli,Paar-/Zwei-Personenhaushalt,"02, 30, 32"
208244,woman,28,left-leaning,"education, urban greenery, environmental protection",highly educated,Has migration background,No children,None,"You are a 28-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a single-person household. You have a migration background. Your top urban project preferences are: education, urban greenery, environmental protection. You are highly educated.",Schweiz,ledig,Gönhard,Einzelhaushalt,"22, 23"
159927,man,42,right-leaning,"education, public space, sport",highly educated,Has migration background,Has children,None,"You are a 42-year-old man living in Damm in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, public space, sport. You are highly educated.",Schweiz,verheiratet,Damm,Mehrpersonen-Haushalt mit Kinder,"09, 11, 21, 25"
183320,woman,36,very left,"education, welfare, environmental protection",highly educated,No migration background,Has children,"families with children, children, youth, people with disabilities","You are a 36-year-old woman living in Ausserfeld in Aarau, and you are very left politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to families with children, children, youth, people with disabilities are very important. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"04, 10, 12, 15, 18, 32"
186094,woman,64,right-leaning,"education, environmental protection, public transit and roads",highly educated,No migration background,Has children,None,"You are a 64-year-old woman living in Hungerberg in Aarau, and you are right-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, environmental protection, public transit and roads. You are highly educated.",Schweiz,verwitwet,Hungerberg,Paar-/Zwei-Personenhaushalt,"03, 22, 29, 32"
53081707,woman,43,left-leaning,"education, urban greenery, public space",highly educated,No migration background,Has children,"families with children, children, youth","You are a 43-year-old woman living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You are originally from Ukraine. Your top urban project preferences are: education, urban greenery, public space. For you, issues related to families with children, children, youth are very important. You are highly educated.",Ukraine,ledig,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"11, 25, 31, 32"
154198,woman,39,right-leaning,"education, urban greenery, environmental protection",highly educated,No migration background,Has children,"families with children, children, youth, people with disabilities","You are a 39-year-old woman living in Ausserfeld in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, environmental protection. For you, issues related to families with children, children, youth, people with disabilities are very important. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 05, 11, 31"
50542661,man,25,very right,"education, sport, health",highly educated,No migration background,No children,"families with children, children, adults, people with disabilities, elderly","You are a 25-year-old man living in Altstadt in Aarau, and you are very right politically. You live in a single-person household. Your top urban project preferences are: education, sport, health. For you, issues related to families with children, children, adults, people with disabilities, elderly are very important. You are highly educated.",Schweiz,ledig,Altstadt,Einzelhaushalt,"05, 09, 13"
50542178,woman,28,left-leaning,"urban greenery, sport, health",highly educated,No migration background,No children,"families with children, people with disabilities, elderly","You are a 28-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: urban greenery, sport, health. For you, issues related to families with children, people with disabilities, elderly are very important. You are highly educated.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"04, 12, 21, 29, 30"
141539,man,47,left-leaning,"education, environmental protection, sport",highly educated,No migration background,Has children,None,"You are a 47-year-old man living in Telli in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, environmental protection, sport. You are highly educated.",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"04, 12, 31, 32"
20094,woman,60,left-leaning,"education, welfare, public transit and roads",highly educated,Has migration background,Has children,"families with children, children, youth, poor people","You are a 60-year-old woman living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. You have a migration background. Your top urban project preferences are: education, welfare, public transit and roads. For you, issues related to families with children, children, youth, poor people are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"02, 09, 11, 15, 21, 28, 31"
4014067,man,69,left-leaning,"urban greenery, public space, environmental protection",highly educated,No migration background,No children,None,"You are a 69-year-old man living in Hinterdorf in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: urban greenery, public space, environmental protection. You are highly educated.",Schweiz,verheiratet,Hinterdorf,Paar-/Zwei-Personenhaushalt,"04, 21, 24, 29, 32"
201844,man,32,very left,"education, urban greenery, health",highly educated,No migration background,Has children,"families with children, children, youth","You are a 32-year-old man living in Binzenhof in Aarau, and you are very left politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, health. For you, issues related to families with children, children, youth are very important. You are highly educated.",Schweiz,verheiratet,Binzenhof,Mehrpersonen-Haushalt mit Kinder,"04, 06, 11, 13"
42089,woman,28,left-leaning,"education, urban greenery, public space",highly educated,No migration background,No children,None,"You are a 28-year-old woman living in Altstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, urban greenery, public space. You are highly educated.",Schweiz,ledig,Altstadt,Einzelhaushalt,"04, 06, 17, 24, 30"
33038,woman,64,left-leaning,"welfare, environmental protection, public transit and roads",highly educated,Has migration background,No children,None,"You are a 64-year-old woman living in Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have a migration background. Your top urban project preferences are: welfare, environmental protection, public transit and roads. You are highly educated.",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"04, 21, 22, 30"
191386,man,56,left-leaning,"urban greenery, culture, environmental protection",highly educated,Has migration background,No children,"adults, people with disabilities, poor people","You are a 56-year-old man living in Innenstadt in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have a migration background. Your top urban project preferences are: urban greenery, culture, environmental protection. For you, issues related to adults, people with disabilities, poor people are very important. You are highly educated.",Schweiz,verheiratet,Innenstadt,Paar-/Zwei-Personenhaushalt,"04, 28, 32"
204951,man,26,very left,"urban greenery, welfare, environmental protection",highly educated,Has migration background,No children,poor people,"You are a 26-year-old man living in Gönhard in Aarau, and you are very left politically. You live in a couple/two-person household. You are originally from Netherlands. You have a migration background. Your top urban project preferences are: urban greenery, welfare, environmental protection. For you, issues related to poor people are very important. You are highly educated.",Niederlande,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"04, 11, 15, 21, 30, 32"
122217,man,71,very left,"urban greenery, culture, environmental protection",highly educated,No migration background,Has children,"people with disabilities, poor people","You are a 71-year-old man living in Telli in Aarau, and you are very left politically. You live in a multi-person household. You have children. Your top urban project preferences are: urban greenery, culture, environmental protection. For you, issues related to people with disabilities, poor people are very important. You are highly educated.",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt ohne Kinder,"01, 02, 25, 31, 32"
145007,man,56,left-leaning,"environmental protection, public transit and roads, health",highly educated,No migration background,No children,None,"You are a 56-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: environmental protection, public transit and roads, health. You are highly educated.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"02, 07, 11, 14, 30"
159904,man,60,right-leaning,"welfare, environmental protection, public transit and roads",highly educated,No migration background,Has children,"children, youth","You are a 60-year-old man living in Zelgli in Aarau, and you are right-leaning politically. You live in a multi-person household. You have children. Your top urban project preferences are: welfare, environmental protection, public transit and roads. For you, issues related to children, youth are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt ohne Kinder,"02, 06, 08, 11, 17, 21, 29, 30, 31, 33"
50531751,man,45,very right,"education, urban greenery, environmental protection",highly educated,Has migration background,Has children,"families with children, children, youth","You are a 45-year-old man living in Gönhard in Aarau, and you are very right politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, urban greenery, environmental protection. For you, issues related to families with children, children, youth are very important. You are highly educated.",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt mit Kinder,31
141966,woman,73,right-leaning,"education, urban greenery, environmental protection",secondary-educated,No migration background,Has children,None,"You are a 73-year-old woman living in Altstadt in Aarau, and you are right-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, urban greenery, environmental protection.",Schweiz,verheiratet,Altstadt,Paar-/Zwei-Personenhaushalt,"08, 22, 32"
50536492,woman,25,left-leaning,"environmental protection, public transit and roads, sport",highly educated,No migration background,No children,children,"You are a 25-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: environmental protection, public transit and roads, sport. For you, issues related to children are very important. You are highly educated.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"12, 14, 16, 21, 24, 25, 29"
197166,woman,39,left-leaning,"education, welfare, health",highly educated,Has migration background,Has children,"families with children, children, youth, poor people","You are a 39-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, welfare, health. For you, issues related to families with children, children, youth, poor people are very important. You are highly educated.",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"12, 13, 15, 31"
203993,man,35,very left,"education, public space, welfare",highly educated,No migration background,No children,"youth, poor people","You are a 35-year-old man living in Goldern in Aarau, and you are very left politically. You live in a single-person household. Your top urban project preferences are: education, public space, welfare. For you, issues related to youth, poor people are very important. You are highly educated.",Schweiz,ledig,Goldern,Einzelhaushalt,"21, 22"
174820,man,49,right-leaning,"public space, culture, public transit and roads",highly educated,No migration background,Has children,None,"You are a 49-year-old man living in Zelgli in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: public space, culture, public transit and roads. You are highly educated.",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt mit Kinder,"03, 14, 15"
173107,man,64,very right,"welfare, environmental protection, public transit and roads",highly educated,No migration background,Has children,None,"You are a 64-year-old man living in Scheibenschachen in Aarau, and you are very right politically. You live in a single-person household. You have children. You are originally from Germany. Your top urban project preferences are: welfare, environmental protection, public transit and roads. You are highly educated.",Deutschland,geschieden,Scheibenschachen,Einzelhaushalt,"04, 13, 24, 29"
5524,woman,69,left-leaning,"urban greenery, public space, culture",highly educated,Has migration background,Has children,children,"You are a 69-year-old woman living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. You have a migration background. Your top urban project preferences are: urban greenery, public space, culture. For you, issues related to children are very important. You are highly educated.",Schweiz,geschieden,Gönhard,Paar-/Zwei-Personenhaushalt,"12, 13, 14, 17"
125014,woman,60,left-leaning,"education, urban greenery, environmental protection",highly educated,Has migration background,Has children,None,"You are a 60-year-old woman living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, urban greenery, environmental protection. You are highly educated.",Schweiz,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"04, 16, 28"
182961,man,48,right-leaning,"education, environmental protection, health",highly educated,No migration background,Has children,"families with children, children","You are a 48-year-old man living in Binzenhof in Aarau, and you are right-leaning politically. You live in a multi-person households with children. You have children. You are originally from Germany. Your top urban project preferences are: education, environmental protection, health. For you, issues related to families with children, children are very important. You are highly educated.",Deutschland,verheiratet,Binzenhof,Mehrpersonen-Haushalt mit Kinder,"04, 11, 31"
53082018,woman,29,left-leaning,"education, welfare, sport",highly educated,No migration background,No children,None,"You are a 29-year-old woman living in Altstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, welfare, sport. You are highly educated.",Schweiz,ledig,Altstadt,Einzelhaushalt,"05, 11, 12, 13, 15, 29"
4011729,man,77,right-leaning,"environmental protection, public transit and roads, health",highly educated,No migration background,Has children,None,"You are a 77-year-old man living in Ausserfeld in Aarau, and you are right-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: environmental protection, public transit and roads, health. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"17, 20, 24, 32"
113737,man,56,left-leaning,"education, culture, public transit and roads",highly educated,No migration background,No children,"youth, people with disabilities, elderly","You are a 56-year-old man living in Telli in Aarau, and you are left-leaning politically. You live in a single-person household. You are originally from Germany. Your top urban project preferences are: education, culture, public transit and roads. For you, issues related to youth, people with disabilities, elderly are very important. You are highly educated.",Deutschland,ledig,Telli,Einzelhaushalt,"04, 14, 15, 32"
41823,woman,61,moderate,"public space, environmental protection, health",vocationally trained,Has migration background,Has children,"families with children, children, youth, adults, people with disabilities, elderly, poor people","You are a 61-year-old woman living in Gönhard in Aarau, and you are moderate politically. You live in a couple/two-person household. You have children. You have a migration background. Your top urban project preferences are: public space, environmental protection, health. For you, issues related to families with children, children, youth, adults, people with disabilities, elderly, poor people are very important.",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"03, 19, 24, 30"
97419,man,49,left-leaning,"welfare, environmental protection, health",highly educated,No migration background,No children,poor people,"You are a 49-year-old man living in Hungerberg in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: welfare, environmental protection, health. For you, issues related to poor people are very important. You are highly educated.",Schweiz,ledig,Hungerberg,Einzelhaushalt,"03, 21, 24, 25, 28, 29, 32"
132695,man,53,left-leaning,"urban greenery, environmental protection, public transit and roads",vocationally trained,No migration background,Has children,poor people,"You are a 53-year-old man living in Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads. For you, issues related to poor people are very important.",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"08, 21, 24"
19603,man,64,moderate,"education, environmental protection, health",vocationally trained,Has migration background,Has children,families with children,"You are a 64-year-old man living in Gönhard in Aarau, and you are moderate politically. You live in a couple/two-person household. You have children. You have a migration background. Your top urban project preferences are: education, environmental protection, health. For you, issues related to families with children are very important.",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"03, 14, 23"
6117,man,49,moderate,"education, urban greenery, public space",vocationally trained,No migration background,Has children,"children, youth","You are a 49-year-old man living in Hungerberg in Aarau, and you are moderate politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, urban greenery, public space. For you, issues related to children, youth are very important.",Schweiz,geschieden,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"11, 14, 22, 25, 31"
10675,man,76,very right,"welfare, public transit and roads, sport",vocationally trained,No migration background,Has children,"people with disabilities, elderly, poor people","You are a 76-year-old man living in Goldern in Aarau, and you are very right politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: welfare, public transit and roads, sport. For you, issues related to people with disabilities, elderly, poor people are very important.",Schweiz,verheiratet,Goldern,Paar-/Zwei-Personenhaushalt,"06, 11, 17"
170176,woman,46,moderate,"education, environmental protection, health",secondary-educated,Has migration background,Has children,"families with children, children, youth, adults","You are a 46-year-old woman living in Hungerberg in Aarau, and you are moderate politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: education, environmental protection, health. For you, issues related to families with children, children, youth, adults are very important.",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"13, 21, 31"
159189,man,44,left-leaning,"education, welfare, environmental protection",highly educated,No migration background,Has children,"families with children, elderly, poor people","You are a 44-year-old man living in Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, welfare, environmental protection. For you, issues related to families with children, elderly, poor people are very important. You are highly educated.",Schweiz,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"01, 04, 11, 12, 13, 15, 21, 24, 25, 32"
33709,woman,60,left-leaning,"environmental protection, public transit and roads, sport",highly educated,No migration background,No children,None,"You are a 60-year-old woman living in Telli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: environmental protection, public transit and roads, sport. You are highly educated.",Schweiz,verheiratet,Telli,Paar-/Zwei-Personenhaushalt,"02, 11, 32"
188103,woman,34,very left,"education, welfare, public transit and roads",highly educated,No migration background,Has children,"children, people with disabilities","You are a 34-year-old woman living in Telli in Aarau, and you are very left politically. You live in a multi-person households with children. You have children. Your top urban project preferences are: education, welfare, public transit and roads. For you, issues related to children, people with disabilities are very important. You are highly educated.",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"12, 31, 32"
23087,man,63,left-leaning,"urban greenery, environmental protection, public transit and roads",highly educated,No migration background,No children,"people with disabilities, elderly, poor people","You are a 63-year-old man living in Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: urban greenery, environmental protection, public transit and roads. For you, issues related to people with disabilities, elderly, poor people are very important. You are highly educated.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"04, 21, 30, 32"
53081298,man,23,very left,"welfare, culture, environmental protection",vocationally trained,Has migration background,No children,"people with disabilities, elderly, poor people","You are a 23-year-old man living in Gönhard in Aarau, and you are very left politically. You live in a multi-person household. You have a migration background. Your top urban project preferences are: welfare, culture, environmental protection. For you, issues related to people with disabilities, elderly, poor people are very important.",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt ohne Kinder,"08, 15, 30"
4104344,man,61,left-leaning,"education, urban greenery, environmental protection",highly educated,No migration background,Has children,None,"You are a 61-year-old man living in Ausserfeld in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. Your top urban project preferences are: education, urban greenery, environmental protection. You are highly educated.",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"12, 24, 28"
168763,man,50,left-leaning,"urban greenery, welfare, culture",highly educated,No migration background,Has children,"families with children, children, youth, people with disabilities, elderly","You are a 50-year-old man living in Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You have children. You are originally from Germany. Your top urban project preferences are: urban greenery, welfare, culture. For you, issues related to families with children, children, youth, people with disabilities, elderly are very important. You are highly educated.",Deutschland,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"19, 30, 32"
133411,man,40,left-leaning,"public space, sport, health",highly educated,Has migration background,Has children,"families with children, children, people with disabilities, poor people","You are a 40-year-old man living in Innenstadt in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You have a migration background. Your top urban project preferences are: public space, sport, health. For you, issues related to families with children, children, people with disabilities, poor people are very important. You are highly educated.",Schweiz,verheiratet,Innenstadt,Mehrpersonen-Haushalt mit Kinder,"01, 04, 09, 11, 14, 16, 29"
158461,woman,52,left-leaning,"education, environmental protection, sport",highly educated,No migration background,No children,None,"You are a 52-year-old woman living in Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person household. Your top urban project preferences are: education, environmental protection, sport. You are highly educated.",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt ohne Kinder,"13, 20, 21"
50525262,woman,42,left-leaning,"education, environmental protection, health",highly educated,No migration background,Has children,"families with children, children, youth","You are a 42-year-old woman living in Ausserfeld in Aarau, and you are left-leaning politically. You live in a multi-person households with children. You have children. You are originally from Germany. Your top urban project preferences are: education, environmental protection, health. For you, issues related to families with children, children, youth are very important. You are highly educated.",Deutschland,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"05, 11, 28, 30"
36573,woman,60,left-leaning,"education, welfare, public transit and roads",highly educated,No migration background,Has children,"children, youth","You are a 60-year-old woman living in Binzenhof in Aarau, and you are left-leaning politically. You live in a multi-person household. You have children. Your top urban project preferences are: education, welfare, public transit and roads. For you, issues related to children, youth are very important. You are highly educated.",Schweiz,geschieden,Binzenhof,Mehrpersonen-Haushalt ohne Kinder,"04, 12, 15"
50531462,man,30,left-leaning,"education, culture, sport",highly educated,No migration background,No children,adults,"You are a 30-year-old man living in Torfeld Süd in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: education, culture, sport. For you, issues related to adults are very important. You are highly educated.",Schweiz,ledig,Torfeld Süd,Einzelhaushalt,"04, 12, 14, 21, 29"
208194,woman,41,left-leaning,"education, environmental protection, health",highly educated,No migration background,No children,"children, people with disabilities, poor people","You are a 41-year-old woman living in Torfeld Süd in Aarau, and you are left-leaning politically. You live in a couple/two-person household. You are originally from Germany. Your top urban project preferences are: education, environmental protection, health. For you, issues related to children, people with disabilities, poor people are very important. You are highly educated.",Deutschland,verheiratet,Torfeld Süd,Paar-/Zwei-Personenhaushalt,"04, 21, 24, 25"
