ID_Subjekt,Gender,Age,Politics,Top Preferences,Education,Birthplace Info,Children Info,Important Beneficiaries,Description,Nationalitaet,Zivilstand,Gebiet,Haushaltsform,votes
165104,man,42,very left,"Education, Public space, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Has children,"Children, Youth","You are a 42-year-old man living Telli in Aarau, and you are very left politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Public space, Environmental protection. For you, issues related to Children, Youth are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"04, 13, 15"
19047,man,70,left-leaning,"Public space, Public transit and roads, Health",University degree,Has migration background,Has children,"Children, Youth, People with disabilities","You are a 70-year-old man living Goldern in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Public transit and roads, Health. For you, issues related to Children, Youth, People with disabilities are very important. You have attained University degree as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Goldern,Paar-/Zwei-Personenhaushalt,"05, 08, 13, 17"
147579,man,29,very left,"Urban greenery, Environmental protection, Public transit and roads",University degree,No migration background,Unknown children status,None,"You are a 29-year-old man living Gönhard in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Environmental protection, Public transit and roads. You have attained University degree as your highest level of education.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"15, 21, 22"
50534229,man,34,left-leaning,"Education, Culture, Sport",Vocational training,No migration background,Unknown children status,None,"You are a 34-year-old man living Telli in Aarau, and you are left-leaning politically. You live in a multi-person household with no kids. Your top urban project preferences are: Education, Culture, Sport. You have attained Vocational training as your highest level of education.",Schweiz,ledig,Telli,Mehrpersonen-Haushalt ohne Kinder,"21, 22, 24, 30"
53084798,man,40,right-leaning,"Education, Urban greenery, Sport",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,None,"You are a 40-year-old man living Innenstadt in Aarau, and you are right-leaning politically. Your nationality is Germany and you live in a single-person household. Your top urban project preferences are: Education, Urban greenery, Sport. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Deutschland,verheiratet,Innenstadt,Einzelhaushalt,"04, 06, 21"
50526574,woman,65,left-leaning,"Education, Welfare, Culture",Advanced vocational training,No migration background,Has children,None,"You are a 65-year-old woman living Siebenmatten in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Welfare, Culture. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,verheiratet,Siebenmatten,Paar-/Zwei-Personenhaushalt,"02, 03, 04, 11, 14, 15, 21, 24, 25, 32"
188286,woman,44,right-leaning,"Urban greenery, Public space, Culture",Advanced vocational training,No migration background,Unknown children status,None,"You are a 44-year-old woman living Rössligut in Aarau, and you are right-leaning politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Public space, Culture. You have attained Advanced vocational training as your highest level of education.",Schweiz,ledig,Rössligut,Einzelhaushalt,"12, 14, 15, 29"
162469,woman,45,left-leaning,"Education, Public space, Environmental protection",University degree,No migration background,Has children,"Families with children, Children, Youth, Poor people","You are a 45-year-old woman living Telli in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Public space, Environmental protection. For you, issues related to Families with children, Children, Youth, Poor people are very important. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"01, 31"
23915,man,36,left-leaning,"Education, Welfare, Culture",Graduate of applied sciences college or teacher training,No migration background,Has children,None,"You are a 36-year-old man living Zelgli in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Culture. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt mit Kinder,23
4016857,man,75,right-leaning,"Public space, Public transit and roads, Health",Advanced vocational training,No migration background,Has children,None,"You are a 75-year-old man living Quellhölzli in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Public transit and roads, Health. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,geschieden,Quellhölzli,Paar-/Zwei-Personenhaushalt,"17, 27, 32"
2293,man,66,left-leaning,"Education, Urban greenery, Environmental protection",Graduate of technical or business school,Has migration background,Has children,Poor people,"You are a 66-year-old man living Scheibenschachen in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Urban greenery, Environmental protection. For you, issues related to Poor people are very important. You have attained Graduate of technical or business school as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Scheibenschachen,Paar-/Zwei-Personenhaushalt,"07, 31, 32"
35507,man,58,right-leaning,"Urban greenery, Environmental protection, Public transit and roads",Advanced vocational training,Has migration background,Has children,None,"You are a 58-year-old man living Ausserfeld in Aarau, and you are right-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Urban greenery, Environmental protection, Public transit and roads. You have attained Advanced vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"01, 02, 03, 07, 11, 13, 31, 33"
50523437,woman,44,very left,"Education, Culture, Health",Vocational training,No migration background,Has children,"Families with children, Children, Youth, People with disabilities, Poor people","You are a 44-year-old woman living Telli in Aarau, and you are very left politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Culture, Health. For you, issues related to Families with children, Children, Youth, People with disabilities, Poor people are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"08, 12, 30"
197054,man,43,very left,"Welfare, Environmental protection, Public transit and roads",Graduate of technical or business school,No migration background,Unknown children status,"Children, People with disabilities, Poor people","You are a 43-year-old man living Zelgli in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: Welfare, Environmental protection, Public transit and roads. For you, issues related to Children, People with disabilities, Poor people are very important. You have attained Graduate of technical or business school as your highest level of education.",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"03, 25, 29"
207686,woman,71,very left,"Education, Urban greenery, Environmental protection",Gymnasium or teacher training,No migration background,Has children,"Families with children, Children, Youth, Poor people","You are a 71-year-old woman living Zelgli in Aarau, and you are very left politically. You live in a single-person household. Your top urban project preferences are: Education, Urban greenery, Environmental protection. For you, issues related to Families with children, Children, Youth, Poor people are very important. You have attained Gymnasium or teacher training as your highest level of education. Has children",Schweiz,verwitwet,Zelgli,Einzelhaushalt,"14, 15, 31, 32"
7078,man,63,moderate,"Public space, Welfare, Public transit and roads",University degree,No migration background,Has children,Children,"You are a 63-year-old man living Zelgli in Aarau, and you are moderate politically. You live in a multi-person household with no kids. Your top urban project preferences are: Public space, Welfare, Public transit and roads. For you, issues related to Children are very important. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt ohne Kinder,"02, 11, 14, 21, 30"
163811,man,48,left-leaning,"Urban greenery, Public space, Culture",Vocational training,Has migration background,Has children,None,"You are a 48-year-old man living Ausserfeld in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Public space, Culture. You have attained Vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Ausserfeld,Einzelhaushalt,"02, 22, 30"
141130,man,58,left-leaning,"Urban greenery, Environmental protection, Public transit and roads",Advanced vocational training,No migration background,Has children,"Families with children, Children, Youth, Elderly, Poor people","You are a 58-year-old man living Gönhard in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Urban greenery, Environmental protection, Public transit and roads. For you, issues related to Families with children, Children, Youth, Elderly, Poor people are very important. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,geschieden,Gönhard,Einzelhaushalt,"04, 14, 21"
50540969,woman,31,moderate,"Education, Culture, Public transit and roads",University degree,No migration background,Unknown children status,"Families with children, Youth","You are a 31-year-old woman living Siebenmatten in Aarau, and you are moderate politically. Your nationality is Germany and you live in a couple/two-person household. Your top urban project preferences are: Education, Culture, Public transit and roads. For you, issues related to Families with children, Youth are very important. You have attained University degree as your highest level of education.",Deutschland,ledig,Siebenmatten,Paar-/Zwei-Personenhaushalt,"08, 20, 21, 30"
53080946,man,33,very left,"Urban greenery, Culture, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,Families with children,"You are a 33-year-old man living Telli in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Culture, Environmental protection. For you, issues related to Families with children are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Telli,Paar-/Zwei-Personenhaushalt,"02, 14, 15, 21, 32"
9625,woman,72,right-leaning,"Education, Welfare, Public transit and roads",Vocational training,No migration background,Has children,Poor people,"You are a 72-year-old woman living Damm in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Welfare, Public transit and roads. For you, issues related to Poor people are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verwitwet,Damm,Paar-/Zwei-Personenhaushalt,"03, 08, 17"
4016679,woman,52,left-leaning,"Education, Public space, Environmental protection",Graduate of applied sciences college or teacher training,Has migration background,Has children,"Youth, Poor people","You are a 52-year-old woman living Ausserfeld in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Public space, Environmental protection. For you, issues related to Youth, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 11, 13, 15, 30"
152319,woman,31,very left,"Education, Urban greenery, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Has children,"Families with children, Poor people","You are a 31-year-old woman living Ausserfeld in Aarau, and you are very left politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Environmental protection. For you, issues related to Families with children, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 04, 12, 15, 30, 31, 32"
207417,man,65,left-leaning,"Public space, Public transit and roads, Sport",University degree,No migration background,Has children,None,"You are a 65-year-old man living Goldern in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Public transit and roads, Sport. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Goldern,Paar-/Zwei-Personenhaushalt,"04, 15, 28"
83007,woman,56,moderate,"Education, Culture, Health",University degree,Has migration background,Has children,"Youth, Poor people","You are a 56-year-old woman living Gönhard in Aarau, and you are moderate politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Culture, Health. For you, issues related to Youth, Poor people are very important. You have attained University degree as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"08, 11, 14"
167193,man,48,right-leaning,"Education, Culture, Sport",Advanced vocational training,Has migration background,Has children,"Families with children, Children, Youth, People with disabilities, Elderly","You are a 48-year-old man living Gönhard in Aarau, and you are right-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Culture, Sport. For you, issues related to Families with children, Children, Youth, People with disabilities, Elderly are very important. You have attained Advanced vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"03, 08, 14, 22, 30"
202761,woman,50,right-leaning,"Public space, Welfare, Culture",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"Youth, Poor people","You are a 50-year-old woman living Innenstadt in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Welfare, Culture. For you, issues related to Youth, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Innenstadt,Paar-/Zwei-Personenhaushalt,"11, 12, 32"
183096,woman,36,right-leaning,"Education, Public space, Health",University degree,No migration background,Has children,"Families with children, Children","You are a 36-year-old woman living Siebenmatten in Aarau, and you are right-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Public space, Health. For you, issues related to Families with children, Children are very important. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Siebenmatten,Mehrpersonen-Haushalt mit Kinder,"11, 13, 21, 24"
99771,woman,60,left-leaning,"Education, Environmental protection, Public transit and roads",Vocational training,No migration background,Unknown children status,None,"You are a 60-year-old woman living Telli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Environmental protection, Public transit and roads. You have attained Vocational training as your highest level of education.",Schweiz,ledig,Telli,Paar-/Zwei-Personenhaushalt,"02, 30, 32"
208244,woman,28,left-leaning,"Education, Urban greenery, Environmental protection",University degree,Has migration background,Unknown children status,None,"You are a 28-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Urban greenery, Environmental protection. You have attained University degree as your highest level of education. Has migration background",Schweiz,ledig,Gönhard,Einzelhaushalt,"22, 23"
159927,man,42,right-leaning,"Education, Public space, Sport",University degree,Has migration background,Has children,None,"You are a 42-year-old man living Damm in Aarau, and you are right-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Public space, Sport. You have attained University degree as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Damm,Mehrpersonen-Haushalt mit Kinder,"09, 11, 21, 25"
183320,woman,36,very left,"Education, Welfare, Environmental protection",Graduate of technical or business school,No migration background,Has children,"Families with children, Children, Youth, People with disabilities","You are a 36-year-old woman living Ausserfeld in Aarau, and you are very left politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Welfare, Environmental protection. For you, issues related to Families with children, Children, Youth, People with disabilities are very important. You have attained Graduate of technical or business school as your highest level of education. Has children",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"04, 10, 12, 15, 18, 32"
186094,woman,64,right-leaning,"Education, Environmental protection, Public transit and roads",University degree,No migration background,Has children,None,"You are a 64-year-old woman living Hungerberg in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Environmental protection, Public transit and roads. You have attained University degree as your highest level of education. Has children",Schweiz,verwitwet,Hungerberg,Paar-/Zwei-Personenhaushalt,"03, 22, 29, 32"
53081707,woman,43,left-leaning,"Education, Urban greenery, Public space",University degree,No migration background,Has children,"Families with children, Children, Youth","You are a 43-year-old woman living Scheibenschachen in Aarau, and you are left-leaning politically. Your nationality is Ukraine and you live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Public space. For you, issues related to Families with children, Children, Youth are very important. You have attained University degree as your highest level of education. Has children",Ukraine,ledig,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"11, 25, 31, 32"
154198,woman,39,right-leaning,"Education, Urban greenery, Environmental protection",Advanced vocational training,No migration background,Has children,"Families with children, Children, Youth, People with disabilities","You are a 39-year-old woman living Ausserfeld in Aarau, and you are right-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Environmental protection. For you, issues related to Families with children, Children, Youth, People with disabilities are very important. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,verheiratet,Ausserfeld,Mehrpersonen-Haushalt mit Kinder,"03, 05, 11, 31"
50542661,man,25,very right,"Education, Sport, Health",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"Families with children, Children, Adults, People with disabilities, Elderly","You are a 25-year-old man living Altstadt in Aarau, and you are very right politically. You live in a single-person household. Your top urban project preferences are: Education, Sport, Health. For you, issues related to Families with children, Children, Adults, People with disabilities, Elderly are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Altstadt,Einzelhaushalt,"05, 09, 13"
50542178,woman,28,left-leaning,"Urban greenery, Sport, Health",University degree,No migration background,Unknown children status,"Families with children, People with disabilities, Elderly","You are a 28-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Sport, Health. For you, issues related to Families with children, People with disabilities, Elderly are very important. You have attained University degree as your highest level of education.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"04, 12, 21, 29, 30"
141539,man,47,left-leaning,"Education, Environmental protection, Sport",University degree,No migration background,Has children,None,"You are a 47-year-old man living Telli in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Environmental protection, Sport. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt mit Kinder,"04, 12, 31, 32"
20094,woman,60,left-leaning,"Education, Welfare, Public transit and roads",Graduate of applied sciences college or teacher training,Has migration background,Has children,"Families with children, Children, Youth, Poor people","You are a 60-year-old woman living Zelgli in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Welfare, Public transit and roads. For you, issues related to Families with children, Children, Youth, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Zelgli,Paar-/Zwei-Personenhaushalt,"02, 09, 11, 15, 21, 28, 31"
4014067,man,69,left-leaning,"Urban greenery, Public space, Environmental protection",University degree,No migration background,Unknown children status,None,"You are a 69-year-old man living Hinterdorf in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Public space, Environmental protection. You have attained University degree as your highest level of education.",Schweiz,verheiratet,Hinterdorf,Paar-/Zwei-Personenhaushalt,"04, 21, 24, 29, 32"
201844,man,32,very left,"Education, Urban greenery, Health",Graduate of applied sciences college or teacher training,No migration background,Has children,"Families with children, Children, Youth","You are a 32-year-old man living Binzenhof in Aarau, and you are very left politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Health. For you, issues related to Families with children, Children, Youth are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Binzenhof,Mehrpersonen-Haushalt mit Kinder,"04, 06, 11, 13"
42089,woman,28,left-leaning,"Education, Urban greenery, Public space",University degree,No migration background,Unknown children status,None,"You are a 28-year-old woman living Altstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Urban greenery, Public space. You have attained University degree as your highest level of education.",Schweiz,ledig,Altstadt,Einzelhaushalt,"04, 06, 17, 24, 30"
33038,woman,64,left-leaning,"Welfare, Environmental protection, Public transit and roads",Graduate of applied sciences college or teacher training,Has migration background,Unknown children status,None,"You are a 64-year-old woman living Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Welfare, Environmental protection, Public transit and roads. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has migration background",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"04, 21, 22, 30"
191386,man,56,left-leaning,"Urban greenery, Culture, Environmental protection",Advanced vocational training,Has migration background,Unknown children status,"Adults, People with disabilities, Poor people","You are a 56-year-old man living Innenstadt in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Culture, Environmental protection. For you, issues related to Adults, People with disabilities, Poor people are very important. You have attained Advanced vocational training as your highest level of education. Has migration background",Schweiz,verheiratet,Innenstadt,Paar-/Zwei-Personenhaushalt,"04, 28, 32"
204951,man,26,very left,"Urban greenery, Welfare, Environmental protection",University degree,Has migration background,Unknown children status,Poor people,"You are a 26-year-old man living Gönhard in Aarau, and you are very left politically. Your nationality is Netherlands and you live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Welfare, Environmental protection. For you, issues related to Poor people are very important. You have attained University degree as your highest level of education. Has migration background",Niederlande,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"04, 11, 15, 21, 30, 32"
122217,man,71,very left,"Urban greenery, Culture, Environmental protection",Graduate of applied sciences college or teacher training,No migration background,Has children,"People with disabilities, Poor people","You are a 71-year-old man living Telli in Aarau, and you are very left politically. You live in a multi-person household with no kids. Your top urban project preferences are: Urban greenery, Culture, Environmental protection. For you, issues related to People with disabilities, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has children",Schweiz,verheiratet,Telli,Mehrpersonen-Haushalt ohne Kinder,"01, 02, 25, 31, 32"
145007,man,56,left-leaning,"Environmental protection, Public transit and roads, Health",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,None,"You are a 56-year-old man living Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Environmental protection, Public transit and roads, Health. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"02, 07, 11, 14, 30"
159904,man,60,right-leaning,"Welfare, Environmental protection, Public transit and roads",University degree,No migration background,Has children,"Children, Youth","You are a 60-year-old man living Zelgli in Aarau, and you are right-leaning politically. You live in a multi-person household with no kids. Your top urban project preferences are: Welfare, Environmental protection, Public transit and roads. For you, issues related to Children, Youth are very important. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt ohne Kinder,"02, 06, 08, 11, 17, 21, 29, 30, 31, 33"
50531751,man,45,very right,"Education, Urban greenery, Environmental protection",University degree,Has migration background,Has children,"Families with children, Children, Youth","You are a 45-year-old man living Gönhard in Aarau, and you are very right politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Environmental protection. For you, issues related to Families with children, Children, Youth are very important. You have attained University degree as your highest level of education. Has migration background Has children",Schweiz,ledig,Gönhard,Mehrpersonen-Haushalt mit Kinder,31
141966,woman,73,right-leaning,"Education, Urban greenery, Environmental protection",Commercial diploma,No migration background,Has children,None,"You are a 73-year-old woman living Altstadt in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Education, Urban greenery, Environmental protection. You have attained Commercial diploma as your highest level of education. Has children",Schweiz,verheiratet,Altstadt,Paar-/Zwei-Personenhaushalt,"08, 22, 32"
50536492,woman,25,left-leaning,"Environmental protection, Public transit and roads, Sport",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,Children,"You are a 25-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Environmental protection, Public transit and roads, Sport. For you, issues related to Children are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Gönhard,Paar-/Zwei-Personenhaushalt,"12, 14, 16, 21, 24, 25, 29"
197166,woman,39,left-leaning,"Education, Welfare, Health",Graduate of applied sciences college or teacher training,Has migration background,Has children,"Families with children, Children, Youth, Poor people","You are a 39-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Welfare, Health. For you, issues related to Families with children, Children, Youth, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Gönhard,Mehrpersonen-Haushalt mit Kinder,"12, 13, 15, 31"
203993,man,35,very left,"Education, Public space, Welfare",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"Youth, Poor people","You are a 35-year-old man living Goldern in Aarau, and you are very left politically. You live in a single-person household. Your top urban project preferences are: Education, Public space, Welfare. For you, issues related to Youth, Poor people are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Schweiz,ledig,Goldern,Einzelhaushalt,"21, 22"
174820,man,49,right-leaning,"Public space, Culture, Public transit and roads",University degree,No migration background,Has children,None,"You are a 49-year-old man living Zelgli in Aarau, and you are right-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Public space, Culture, Public transit and roads. You have attained University degree as your highest level of education. Has children",Schweiz,verheiratet,Zelgli,Mehrpersonen-Haushalt mit Kinder,"03, 14, 15"
173107,man,64,very right,"Welfare, Environmental protection, Public transit and roads",University degree,No migration background,Has children,None,"You are a 64-year-old man living Scheibenschachen in Aarau, and you are very right politically. Your nationality is Germany and you live in a single-person household. Your top urban project preferences are: Welfare, Environmental protection, Public transit and roads. You have attained University degree as your highest level of education. Has children",Deutschland,geschieden,Scheibenschachen,Einzelhaushalt,"04, 13, 24, 29"
5524,woman,69,left-leaning,"Urban greenery, Public space, Culture",University degree,Has migration background,Has children,Children,"You are a 69-year-old woman living Gönhard in Aarau, and you are left-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Urban greenery, Public space, Culture. For you, issues related to Children are very important. You have attained University degree as your highest level of education. Has migration background Has children",Schweiz,geschieden,Gönhard,Paar-/Zwei-Personenhaushalt,"12, 13, 14, 17"
125014,woman,60,left-leaning,"Education, Urban greenery, Environmental protection",University degree,Has migration background,Has children,None,"You are a 60-year-old woman living Scheibenschachen in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Education, Urban greenery, Environmental protection. You have attained University degree as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Scheibenschachen,Mehrpersonen-Haushalt mit Kinder,"04, 16, 28"
182961,man,48,right-leaning,"Education, Environmental protection, Health",University degree,No migration background,Has children,"Families with children, Children","You are a 48-year-old man living Binzenhof in Aarau, and you are right-leaning politically. Your nationality is Germany and you live in a multi-person households with children. Your top urban project preferences are: Education, Environmental protection, Health. For you, issues related to Families with children, Children are very important. You have attained University degree as your highest level of education. Has children",Deutschland,verheiratet,Binzenhof,Mehrpersonen-Haushalt mit Kinder,"04, 11, 31"
53082018,woman,29,left-leaning,"Education, Welfare, Sport",University degree,No migration background,Unknown children status,None,"You are a 29-year-old woman living Altstadt in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Education, Welfare, Sport. You have attained University degree as your highest level of education.",Schweiz,ledig,Altstadt,Einzelhaushalt,"05, 11, 12, 13, 15, 29"
4011729,man,77,right-leaning,"Environmental protection, Public transit and roads, Health",Advanced vocational training,No migration background,Has children,None,"You are a 77-year-old man living Ausserfeld in Aarau, and you are right-leaning politically. You live in a couple/two-person household. Your top urban project preferences are: Environmental protection, Public transit and roads, Health. You have attained Advanced vocational training as your highest level of education. Has children",Schweiz,verheiratet,Ausserfeld,Paar-/Zwei-Personenhaushalt,"17, 20, 24, 32"
113737,man,56,left-leaning,"Education, Culture, Public transit and roads",Graduate of applied sciences college or teacher training,No migration background,Unknown children status,"Youth, People with disabilities, Elderly","You are a 56-year-old man living Telli in Aarau, and you are left-leaning politically. Your nationality is Germany and you live in a single-person household. Your top urban project preferences are: Education, Culture, Public transit and roads. For you, issues related to Youth, People with disabilities, Elderly are very important. You have attained Graduate of applied sciences college or teacher training as your highest level of education.",Deutschland,ledig,Telli,Einzelhaushalt,"04, 14, 15, 32"
41823,woman,61,moderate,"Public space, Environmental protection, Health",Vocational training,Has migration background,Has children,"Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people","You are a 61-year-old woman living Gönhard in Aarau, and you are moderate politically. You live in a couple/two-person household. Your top urban project preferences are: Public space, Environmental protection, Health. For you, issues related to Families with children, Children, Youth, Adults, People with disabilities, Elderly, Poor people are very important. You have attained Vocational training as your highest level of education. Has migration background Has children",Schweiz,verheiratet,Gönhard,Paar-/Zwei-Personenhaushalt,"03, 19, 24, 30"
97419,man,49,left-leaning,"Welfare, Environmental protection, Health",University degree,No migration background,Unknown children status,Poor people,"You are a 49-year-old man living Hungerberg in Aarau, and you are left-leaning politically. You live in a single-person household. Your top urban project preferences are: Welfare, Environmental protection, Health. For you, issues related to Poor people are very important. You have attained University degree as your highest level of education.",Schweiz,ledig,Hungerberg,Einzelhaushalt,"03, 21, 24, 25, 28, 29, 32"
132695,man,53,left-leaning,"Urban greenery, Environmental protection, Public transit and roads",Vocational training,No migration background,Has children,Poor people,"You are a 53-year-old man living Hungerberg in Aarau, and you are left-leaning politically. You live in a multi-person households with children. Your top urban project preferences are: Urban greenery, Environmental protection, Public transit and roads. For you, issues related to Poor people are very important. You have attained Vocational training as your highest level of education. Has children",Schweiz,verheiratet,Hungerberg,Mehrpersonen-Haushalt mit Kinder,"08, 21, 24"
